Name of Institution,Street Address,City,ZIP Code,County,Location 1
Sterling National Bank of New York,2241 65th Street,Brooklyn,11204,Kings,"2241 65th Street
Brooklyn, NY 11204
(40.61316, -73.98029)"
Sterling National Bank of New York,2133 Knapp Street,Brooklyn,11229,Kings,"2133 Knapp Street
Brooklyn, NY 11229
(40.60043, -73.934114)"
Sterling National Bank of New York,459 Fifth Avenue,Brooklyn,11215,Kings,"459 Fifth Avenue
Brooklyn, NY 11215
(40.668698, -73.986689)"
Sterling National Bank of New York,1875 Route 6,Carmel,10512,Putnam,"1875 Route
Carmel, NY 10512"
Sterling National Bank of New York,1 Lake Road West,Congers,10920,Rockland,"1 Lake Road West
Congers, NY 10920
(41.150791, -73.94516)"
Sterling National Bank of New York,269 Middle Country Road,Coram,11727,Suffolk,"269 Middle Country Road
Coram, NY 11727
(40.871031, -72.995893)"
Sterling National Bank of New York,180 East Main Street,East Islip,11730,Suffolk,"180 East Main Street
East Islip, NY 11730
(40.732897, -73.182486)"
Sterling National Bank of New York,1622 Hempstead Turnpike,East Meadow,11554,Nassau,"1622 Hempstead Turnpike
East Meadow, NY 11554
(40.723051, -73.576073)"
Sterling National Bank of New York,464 Atlantic Avenue,East Rockaway,11518,Nassau,"464 Atlantic Avenue
East Rockaway, NY 11518
(40.643106, -73.665494)"
Sterling National Bank of New York,70 Canal Street,Ellenville,12428,Ulster,"70 Canal Street
Ellenville, NY 12428
(41.717632, -74.395256)"
Sterling National Bank of New York,57-07 Junction Boulevard,Elmhurst,11373,Queens,"57 07 Junction Boulevard
Elmhurst, NY 11373"
Sterling National Bank of New York,1585 Dutch Broadway,Elmont,11003,Nassau,"1585 Dutch
Elmont, NY 11003"
Sterling National Bank of New York,37 East Main Street,Elmsford,10523,Westchester,"37 East Main Street
Elmsford, NY 10523
(41.054375, -73.818229)"
Sterling National Bank of New York,696 Horseblock Road,Farmingville,11738,Suffolk,"696 Horseblock Road
Farmingville, NY 11738
(40.832035, -73.034735)"
Sterling National Bank of New York,99 Covert Avenue,Floral Park,11001,Nassau,"99 Covert Avenue
Floral Park, NY 11001
(40.720101, -73.688706)"
Sterling National Bank of New York,155 Jericho Turnpike,Floral Park,11001,Nassau,"155 Jericho Turnpike
Floral Park, NY 11001
(40.728374, -73.705438)"
Sterling National Bank of New York,7 Edward J. Lempka Drive,Florida,10921,Orange,"7 Edward J Lempka Drive
Florida, NY 10921
(41.340832, -74.357158)"
Sterling National Bank of New York,30-33 Stratton Street,Flushing,11354,Queens,"30 33 Stratton Street
Flushing, NY 11354"
Sterling National Bank of New York,71-20 Kissena Boulevard,Flushing,11367,Queens,"71 20 Kissena Boulevard
Flushing, NY 11367"
Sterling National Bank of New York,46-08 Francis Lewis Boulevard,Flushing,11361,Queens,"46 08 Francis Lewis Boulevard
Flushing, NY 11361
(40.753596, -73.780633)"
Sterling National Bank of New York,108-01 Queens Boulevard,Forest Hills,11375,Queens,"108 01 Queens Boulevard
Forest Hills, NY 11375"
Sterling National Bank of New York,63-72 108th Street,Forest Hills,11375,Queens,"63 72 108th Street
Forest Hills, NY 11375"
Sterling National Bank of New York,711 Franklin Avenue,Franklin Square,11010,Nassau,"711 Franklin Avenue
Franklin Square, NY 11010
(40.689175, -73.685768)"
Sterling National Bank of New York,955 Hempstead Turnpike,Franklin Square,11010,Nassau,"955 Hempstead Turnpike
Franklin Square, NY 11010
(40.707407, -73.675445)"
Sterling National Bank of New York,1150 Franklin Avenue,Garden City,11530,Nassau,"1150 Franklin Avenue
Garden City, NY 11530
(40.732583, -73.636792)"
Sterling National Bank of New York,44 Cedar Swamp Road,Glen Cove,11542,Nassau,"44 Cedar Swamp Road
Glen Cove, NY 11542
(40.855608, -73.619629)"
Sterling National Bank of New York,68-17 Myrtle Avenue,Glendale,11385,Queens,"68 17 Myrtle Avenue
Glendale, NY 11385"
Sterling National Bank of New York,60 Matthews Street,Goshen,10924,Orange,"60 Matthews Street
Goshen, NY 10924
(41.397282, -74.336038)"
Sterling National Bank of New York,98 Cutter Mill Road,Great Neck,11021,Nassau,"98 Cutter Mill Road
Great Neck, NY 11021
(40.783638, -73.73288)"
Sterling National Bank of New York,4 Great Neck Road,Great Neck,11021,Nassau,"4 Great Neck Road
Great Neck, NY 11021
(40.786737, -73.726765)"
Sterling National Bank of New York,114 Northern Boulevard,Greenvale,11548,Nassau,"114 Northern Boulevard
Greenvale, NY 11548
(40.809375, -73.628687)"
Sterling National Bank of New York,68 H Bushville Road,Harris,12742,Sullivan,"68 H Bushville Road
Harris, NY 12742"
Sterling National Bank of New York,560 Warburton Avenue ,Hastings on Hudson,10706,Westchester,"560 Warburton Avenue
Hastings on Hudson, NY 10706
(40.995556, -73.882203)"
Sterling National Bank of New York,845 Wheeler Road,Hauppague,11788,Suffolk,"845 Wheeler Road
Hauppague, NY 11788
(40.82386, -73.206075)"
Sterling National Bank of New York,34-40 New Main Street,Haverstraw,10927,Rockland,"34 40 New Main Street
Haverstraw, NY 10927
(41.196441, -73.965943)"
Sterling National Bank of New York,1229 East Jericho Turnpike,Huntington,11743,Suffolk,"1229 East Jericho Turnpike
Huntington, NY 11743
(40.83345, -73.363527)"
Sterling National Bank of New York,839-140 New York Avenue,Huntington,11743,Suffolk,"839 140 New York Avenue
Huntington, NY 11743
(40.859541, -73.418988)"
Sterling National Bank of New York,320 Walt Whitman Road,Huntington Station,11746,Suffolk,"320 Walt Whitman Road
Huntington Station, NY 11746
(40.818449, -73.411367)"
Sterling National Bank of New York,72-35 Broadway,Jackson Heights,11372,Queens,"72 35
Jackson Heights, NY 11372"
Sterling National Bank of New York,179-25 Hillside Avenue,Jamaica,11432,Queens,"179 25 Hillside Avenue
Jamaica, NY 11432"
Sterling National Bank of New York,301 North Broadway,Jericho,11753,Nassau,"301 North Broadway
Jericho, NY 11753
(40.779379, -73.530704)"
Sterling National Bank of New York,116-22 Metropolitan Avenue,Kew Gardens,11418,Queens,"116 22 Metropolitan Avenue
Kew Gardens, NY 11418"
Sterling National Bank of New York,33 Main Street,Kings Park,11754,Suffolk,"33 Main Street
Kings Park, NY 11754
(40.884836, -73.255252)"
Sterling National Bank of New York,One Astoria Federal Plaza,Lake Success,11042,Nassau,"One Astoria Federal Plaza
Lake Success, NY 11042"
Sterling National Bank of New York,3105 Hempstead Turnpike,Levittown,11756,Nassau,"3105 Hempstead Turnpike
Levittown, NY 11756
(40.725284, -73.521054)"
Sterling National Bank of New York,5 New Hope Community Drive,Loch Sheldrake,12759,Sullivan,"5 New Hope Community Drive
Loch Sheldrake, NY 12759
(41.793284, -74.747455)"
Sterling National Bank of New York,29-34 30th Avenue,Long Island City,11102,Queens,"29 34 30th Avenue
Long Island City, NY 11102"
Sterling National Bank of New York,37-16 30th Street,Long Island City,11103,Queens,"37 16 30th Street
Long Island City, NY 11103"
Sterling National Bank of New York,26-26 Jackson Avenue,Long Island City,11101,Queens,"26 26 Jackson Avenue
Long Island City, NY 11101"
Sterling National Bank of New York,31-24 Ditmars Boulevard,Long Island City,11105,Queens,"31 24 Ditmars Boulevard
Long Island City, NY 11105"
Sterling National Bank of New York,360 Merrick Road,Lynbrook,11563,Nassau,"360 Merrick Road
Lynbrook, NY 11563
(40.657557, -73.673432)"
Sterling National Bank of New York,363 Hempstead Avenue,Malverne,11565,Nassau,"363 Hempstead Avenue
Malverne, NY 11565
(40.677531, -73.66773)"
Sterling National Bank of New York,875 Mamaroneck Avenue,Mamaroneck,10543,Westchester,"875 Mamaroneck Avenue
Mamaroneck, NY 10543
(40.958264, -73.737663)"
Sterling National Bank of New York,995 Hicksville Road,Massapequa,11758,Nassau,"995 Hicksville Road
Massapequa, NY 11758
(40.691351, -73.477891)"
Sterling National Bank of New York,1001 Park Boulevard,Massapequa Park,11762,Nassau,"1001 Park Boulevard
Massapequa Park, NY 11762
(40.678555, -73.45591)"
Sterling National Bank of New York,2775 Route 112,Medford,11763,Suffolk,"2775 Route
Medford, NY 11763"
Sterling National Bank of New York,532 Broad Hollow Road,Melville,11747,Suffolk,"532 Broad Hollow Road
Melville, NY 11747
(40.774774, -73.421268)"
Sterling National Bank of New York,2090 Merrick Road,Merrick,11566,Nassau,"2090 Merrick Road
Merrick, NY 11566
(40.657803, -73.546599)"
Sterling National Bank of New York,599 Middle Country Road,Middle Island,11953,Suffolk,"599 Middle Country Road
Middle Island, NY 11953
(40.881857, -72.947761)"
Sterling National Bank of New York,1 Industrial Drive,Middletown,10941,Orange,"1 Industrial Drive
Middletown, NY 10941
(41.46882, -74.37356)"
Sterling National Bank of New York,75-25 Metropolitan Avenue,Middle Village,11379,Queens,"75 25 Metropolitan Avenue
Middle Village, NY 11379"
Sterling National Bank of New York,591 Route 17M,Monroe,10950,Orange,"591 Route
Monroe, NY 10950"
Sterling National Bank of New York,400 Rella Boulevard,Montebello,10901,Rockland,"400 Rella Boulevard
Montebello, NY 10901
(41.11691, -74.106329)"
Sterling National Bank of New York,664 Main Street,Mount Kisco,10549,Westchester,"664 Main Street
Mount Kisco, NY 10549"
Sterling National Bank of New York,403 East Sandford Boulevard,Mount Vernon,10550,Westchester,"403 East Sandford Boulevard
Mount Vernon, NY 10550
(40.901438, -73.820824)"
Sterling National Bank of New York,44 West Route 59,Nanuet,10954,Rockland,"44 West Route
Nanuet, NY 10954"
Sterling National Bank of New York,1425 Route 300,Newburgh,12550,Orange,"1425 Route
Newburgh, NY 12550"
Sterling National Bank of New York,254 South Main Street,New City,10956,Rockland,"254 South Main Street
New City, NY 10956
(41.14007, -73.990573)"
Sterling National Bank of New York,179 South Main Street,New City,10956,Rockland,"179 South Main Street
New City, NY 10956
(41.141292, -73.990498)"
Sterling National Bank of New York,406 West 31st Street,New York,10001,New York,"406 West 31st Street
New York, NY 10001
(40.75192, -73.99871)"
Sterling National Bank of New York,227 West 27th Street,New York,10001,New York,"227 West 27th Street
New York, NY 10001
(40.746971, -73.994656)"
Sterling National Bank of New York,1261 Fifth Avenue,New York,10001,New York,"1261 Fifth Avenue
New York, NY 10001
(40.79539, -73.950289)"
Sterling National Bank of New York,1249 Fifth Avenue,New York,10029,New York,"1249 Fifth Avenue
New York, NY 10029
(40.794298, -73.951083)"
Sterling National Bank of New York,7 Penn Plaza,New York,10001,New York,"7 Penn Plaza
New York, NY 10001
(40.736892, -74.000895)"
Sterling National Bank of New York,622 Third Avenue,New York,10017,New York,"622 Third Avenue
New York, NY 10017
(40.749801, -73.975163)"
Sterling National Bank of New York,24 North Highland Avenue,Nyack,10960,Rockland,"24 North Highland Avenue
Nyack, NY 10960
(41.093524, -73.928081)"
Sterling National Bank of New York,1336 Montauk Highway,Oakdale,11769,Suffolk,"1336 Montauk Highway
Oakdale, NY 11769
(40.742894, -73.133586)"
Sterling National Bank of New York,3535 Long Beach Road,Oceanside,11572,Nassau,"3535 Long Beach Road
Oceanside, NY 11572
(40.624402, -73.639604)"
Sterling National Bank of New York,375 Route 303,Orangeburg,10962,Rockland,"375 Route
Orangeburg, NY 10962"
Sterling National Bank of New York,718 Medford Avenue,Patchogue,11772,Suffolk,"718 Medford Avenue
Patchogue, NY 11772
(40.792573, -73.007753)"
Sterling National Bank of New York,361 Sunrise Highway,Patchogue,11772,Suffolk,"361 Sunrise Highway
Patchogue, NY 11772
(40.777912, -73.031619)"
Sterling National Bank of New York,164 Manetto Hill Road,Plainview,11803,Nassau,"164 Manetto Hill Road
Plainview, NY 11803
(40.784898, -73.473225)"
Sterling National Bank of New York,1015 Route 112,Port Jefferson Station,11776,Suffolk,"1015 Route
Port Jefferson Station, NY 11776"
Sterling National Bank of New York,110 Main Street,Port Washington,11050,Nassau,"110 Main Street
Port Washington, NY 11050
(40.830473, -73.689671)"
Sterling National Bank of New York,97-33 Queens Boulevard,Rego Park,11374,Queens,"97 33 Queens Boulevard
Rego Park, NY 11374"
Sterling National Bank of New York,1880 Middle Country Road,Ridge,11961,Suffolk,"1880 Middle Country Road
Ridge, NY 11961
(40.89058, -72.904501)"
Sterling National Bank of New York,339 Merrick Road,Rockville Center,11570,Nassau,"339 Merrick Road
Rockville Center, NY 11570
(40.655873, -73.642612)"
Sterling National Bank of New York,325 Route 25A,Rocky Point,11778,Suffolk,"325 Route
Rocky Point, NY 11778"
Sterling National Bank of New York,3887 Merrick Road,Seaford,11783,Nassau,"3887 Merrick Road
Seaford, NY 11783
(40.666047, -73.487356)"
Sterling National Bank of New York,999-25 Montauk Highway,Shirley,11967,Suffolk,"999 25 Montauk Highway
Shirley, NY 11967
(40.802537, -72.859544)"
Sterling National Bank of New York,Towne Centre at Somers,Somers,10589,Westchester,"Towne Centre
Somers, NY 10589"
Sterling National Bank of New York,65 Nugent Street,Southampton,11968,Suffolk,"65 Nugent Street
Southampton, NY 11968
(40.886144, -72.391645)"
Sterling National Bank of New York,"5193 Main Street, Route 42",South Fallsburg,12779,Sullivan,"5193 Main Street
South Fallsburg, NY 12779
(41.715286, -74.61964)"
Sterling National Bank of New York,1047 North Country Road,Stonybrook,11790,Suffolk,"1047 North Country Road
Stonybrook, NY 11790
(40.921368, -73.128365)"
Sterling National Bank of New York,153 South Liberty Drive,Stony Point,10980,Rockland,"153 South Liberty Drive
Stony Point, NY 10980
(41.217627, -73.986474)"
Sterling National Bank of New York,50 Jackson Avenue,Syosset,11791,Nassau,"50 Jackson Avenue
Syosset, NY 11791
(40.825008, -73.502066)"
Sterling National Bank of New York,120 South Franklin Avenue,Valley Stream,11580,Nassau,"120 South Franklin Avenue
Valley Stream, NY 11580
(40.661897, -73.7028)"
Sterling National Bank of New York,6348 Route 25A,Wading River,11792,Suffolk,"6348 Route
Wading River, NY 11792"
Sterling National Bank of New York,1149 Wantagh Avenue,Wantagh,11793,Nassau,"1149 Wantagh Avenue
Wantagh, NY 11793
(40.695037, -73.50742)"
Sterling National Bank of New York,18 Oakland Avenue,Warwick,10990,Orange,"18 Oakland Avenue
Warwick, NY 10990
(41.253495, -74.359921)"
Sterling National Bank of New York,861 Montauk Highway,West Babylon,11704,Suffolk,"861 Montauk Highway
West Babylon, NY 11704
(40.68475, -73.350052)"
Sterling National Bank of New York,71 Sunset Avenue,Westhampton Beach,11978,Suffolk,"71 Sunset Avenue
Westhampton Beach, NY 11978
(40.811532, -72.645006)"
Sterling National Bank of New York,490 Hempstead Turnpike,West Hempstead,11552,Nassau,"490 Hempstead Turnpike
West Hempstead, NY 11552
(40.705755, -73.658101)"
Sterling National Bank of New York,526 Union Boulevard,West Islip,11795,Suffolk,"526 Union Boulevard
West Islip, NY 11795
(40.70986, -73.296126)"
Sterling National Bank of New York,328 Central Park Avenue,White Plains,10606,Westchester,"328 Central Park Avenue
White Plains, NY 10606
(41.033866, -73.78464)"
Sterling National Bank of New York,40 Church Street,White Plains,10601,Westchester,"40 Church Street
White Plains, NY 10601
(41.033488, -73.766843)"
Sterling National Bank of New York,153-01 10th Avenue,Whitestone,11357,Queens,"153 01 10th Avenue
Whitestone, NY 11357"
Sterling National Bank of New York,153-17 Cross Island Parkway,Whitestone,11357,Queens,"153 17 Cross Island Parkway
Whitestone, NY 11357"
Sterling National Bank of New York,162 Hillside Avenue,Williston Park,11596,Nassau,"162 Hillside Avenue
Williston Park, NY 11596
(40.756294, -73.645302)"
Sterling National Bank of New York,60-20 Woodside Avenue,Woodside,11377,Queens,"60 20 Woodside Avenue
Woodside, NY 11377"
Sterling National Bank of New York,865 McLean Avenue,Yonkers,10704,Westchester,"865 McLean Avenue
Yonkers, NY 10704
(40.905289, -73.869904)"
Sterling National Bank of New York,21 Scarsdale Road,Yonkers,10707,Westchester,"21 Scarsdale Road
Yonkers, NY 10707
(40.951958, -73.829582)"
Sterling National Bank of New York,35 East Grassy Sprain Road,Yonkers,10710,Westchester,"35 East Grassy Sprain Road
Yonkers, NY 10710
(40.954116, -73.851201)"
Sterling National Bank of New York,61 South Broadway,Yonkers,10701,Westchester,"61 South Broadway
Yonkers, NY 10701
(40.931599, -73.898847)"
Steuben Trust Company,10 Upper College Drive,Alfred,14803,Allegany,"10 Upper College Drive
Alfred, NY 14803
(42.258689, -77.79108)"
Steuben Trust Company,1 Saxon Drive,Alfred,14803,Allegany,"1 Saxon Drive
Alfred, NY 14803
(42.253956, -77.790408)"
Steuben Trust Company,928 Route 244,Alfred Station,14803,Allegany,"928 Route
Alfred Station, NY 14803"
Steuben Trust Company,29 Main Street,Arkport,14807,Steuben,"29 Main Street
Arkport, NY 14807
(42.393262, -77.696566)"
Steuben Trust Company,201 Bath Plaza,Bath,14810,Steuben,"201 Bath Plaza
Bath, NY 14810
(42.338705, -77.33235)"
Steuben Trust Company,11 Schuyler Street,Belmont,14813,Allegany,"11 Schuyler Street
Belmont, NY 14813
(42.223186, -78.033949)"
Steuben Trust Company,319 Main Street,Bolivar,14715,Allegany,"319 Main Street
Bolivar, NY 14715
(42.092258, -78.148955)"
Steuben Trust Company,37 Main Street,Canaseraga,14822,Allegany,"37 Main Street
Canaseraga, NY 14822
(42.461279, -77.776368)"
Steuben Trust Company,11 Megan Drive,Geneseo,14454,Livingston,"11 Megan Drive
Geneseo, NY 14454
(42.797506, -77.796599)"
Steuben Trust Company,One Steuben Square,Hornell,14843,Steuben,"One Steuben Square
Hornell, NY 14843"
Steuben Trust Company,411 Canisteo Street,Hornell,14843,Steuben,"411 Canisteo Street
Hornell, NY 14843
(42.314575, -77.660142)"
Steuben Trust Company,2490 North Main Street,Warsaw,14569,Wyoming,"2490 North Main Street
Warsaw, NY 14569"
Steuben Trust Company,475 North Highland Drive,Wellsville,14895,Allegany,"475 North Highland Drive
Wellsville, NY 14895
(42.126695, -77.96458)"
Steuben Trust Company,36 West Dyke Street,Wellsville,14895,Allegany,"36 West Dyke Street
Wellsville, NY 14895
(42.116412, -77.941787)"
Suffolk Federal Credit Union,1630 5th Avenue,Bay Shore,11706,Suffolk,"1630 5th Avenue
Bay Shore, NY 11706
(40.758278, -73.262194)"
Suffolk Federal Credit Union,1001 Crooked Hill Road,Brentwood,11717,Suffolk,"1001 Crooked Hill Road
Brentwood, NY 11717
(40.8041, -73.286936)"
Suffolk Federal Credit Union,Captree Commons/Student Lounge,Brentwood,11717,Suffolk,
Suffolk Federal Credit Union,3 Courthouse Drive,Central Islip,11722,Suffolk,"3 Courthouse Drive
Central Islip, NY 11722
(40.764388, -73.192851)"
Suffolk Federal Credit Union,400 Carleton Avenue,Central Islip,11722,Suffolk,"400 Carleton Avenue
Central Islip, NY 11722
(40.761726, -73.196309)"
Suffolk Federal Credit Union,6150 Jericho Turnpike,Commack,11725,Suffolk,"6150 Jericho Turnpike
Commack, NY 11725
(40.841999, -73.302512)"
Suffolk Federal Credit Union,5 Eastport Manor Road,Eastport,11941,Suffolk,"5 Eastport Manor Road
Eastport, NY 11941
(40.826711, -72.733972)"
Suffolk Federal Credit Union,1 Independence Hill,Farmingville,11738,Suffolk,"1 Independence Hill
Farmingville, NY 11738
(40.844728, -73.014188)"
Suffolk Federal Credit Union,727 Veterans Memorial Highway,Hauppauge,11788,Suffolk,"727 Veterans Memorial Highway
Hauppauge, NY 11788
(40.822964, -73.208442)"
Suffolk Federal Credit Union,100 Veterans Memorial Highway,Hauppauge,11788,Suffolk,"100 Veterans Memorial Highway
Hauppauge, NY 11788
(40.824156, -73.224712)"
Suffolk Federal Credit Union,1071 Park Avenue,Huntington,11743,Suffolk,"1071 Park Avenue
Huntington, NY 11743
(40.835084, -73.363109)"
Suffolk Federal Credit Union,1282 Motor Parkway,Islandia,11749,Suffolk,"1282 Motor Parkway
Islandia, NY 11749
(40.805392, -73.194998)"
Suffolk Federal Credit Union,655 Main Street,Islip,11751,Suffolk,"655 Main Street
Islip, NY 11751
(40.729762, -73.210649)"
Suffolk Federal Credit Union,200 Sunrise Highway,Lindenhurst,11757,Suffolk,"200 Sunrise Highway
Lindenhurst, NY 11757
(40.704395, -73.374094)"
Suffolk Federal Credit Union,3681 Horseblock Road,Medford,11763,Suffolk,"3681 Horseblock Road
Medford, NY 11763
(40.816404, -72.96159)"
Suffolk Federal Credit Union,691 Route 25A,Miller Place,11764,Suffolk,"691 Route
Miller Place, NY 11764"
Suffolk Federal Credit Union, 200 Belle Terre Road, Port Jefferson,11777,Suffolk,"200 Belle Terre Road
Port Jefferson, NY 11777
(40.947392, -73.059832)"
Suffolk Federal Credit Union, 75 N Country Road,Port Jefferson,11777,Suffolk,"75 N Country Road
Port Jefferson, NY 11777
(40.938249, -73.052951)"
Suffolk Federal Credit Union,2 Enterprise Zone Drive,Riverhead,11901,Suffolk,"2 Enterprise Zone Drive
Riverhead, NY 11901
(40.913154, -72.651737)"
Suffolk Federal Credit Union,1 Court Street,Riverhead,11901,Suffolk,"1 Court Street
Riverhead, NY 11901
(40.919179, -72.666077)"
Suffolk Federal Credit Union,100 Center Drive South,Riverhead,11901,Suffolk,"100 Center Drive South
Riverhead, NY 11901
(40.912077, -72.668542)"
Suffolk Federal Credit Union,121 Speonk-Riverhead Road,Riverhead,11901,Suffolk,"121 Speonk-Riverhead Road
Riverhead, NY 11901
(40.865332, -72.696721)"
Suffolk Federal Credit Union,3085 Veterans Memorial Highway,Ronkonkoma,11779,Suffolk,"3085 Veterans Memorial Highway
Ronkonkoma, NY 11779
(40.787972, -73.135088)"
Suffolk Federal Credit Union,100 Arrivals Avenue,Ronkonoma,11779,Suffolk,"100 Arrivals Avenue
Ronkonoma, NY 11779
(40.789291, -73.097671)"
Suffolk Federal Credit Union,213-215 North Main Street,Sayville,11782,Suffolk,"213 215 North Main Street
Sayville, NY 11782
(40.739403, -73.079358)"
Suffolk Federal Credit Union,533 College Road,Selden,11784,Suffolk,"533 College Road
Selden, NY 11784
(40.845942, -73.053439)"
Suffolk Federal Credit Union,1 Peace Keepers Drive,Southampton,11968,Suffolk,"1 Peace Keepers Drive
Southampton, NY 11968"
Suffolk Federal Credit Union,"850 North Country Road Drive, Route 39",Southampton,11968,Suffolk,"850 North Country Road Drive
Southampton, NY 11968
(40.892358, -72.426441)"
Suffolk Federal Credit Union,50-108 Route 109,West Babylon,11704,Suffolk,"50 108 Route
West Babylon, NY 11704"
Suffolk Federal Credit Union,30 Yaphank Avenue,Yaphank,11980,Suffolk,"30 Yaphank Avenue
Yaphank, NY 11980"
Suma Yonker Federal Credit Union,125 Corporate Boulevard,Yonkers,10701,Westchester,"125 Corporate Boulevard
Yonkers, NY 10701
(40.970002, -73.878941)"
Summit Bank,West Genesee & Onondaga Blvd,Camillus,13031,Onondaga,"West Genesee
Camillus, NY 13031"
Summit Bank,3735 Union Road,Cheektowaga,14225,Erie,"3735 Union Road
Cheektowaga, NY 14225
(42.914388, -78.754219)"
Summit Bank,333 Sawmill River Road,Elmford,10523,Westchester,"333 Sawmill River Road
Elmford, NY 10523
(41.065313, -73.814531)"
Summit Bank,Jerusalem Road and Meadowbrook,Uniondale,11553,Nassau,"Jerusalem Road
Uniondale, NY 11553"
"Summit Federal Credit Union, The",2290 Delaware Avenue,Buffalo,14216,Erie,"2290 Delaware Avenue
Buffalo, NY 14216
(42.94613, -78.868314)"
"Summit Federal Credit Union, The",130 Township Boulevard,Camillus ,13031,Onondaga,"130 Township Boulevard
Camillus, NY 13031
(43.055234, -76.267854)"
"Summit Federal Credit Union, The", 877 Route 13, Cortland,13045,Cortland,"877 Route
Cortland, NY 13045"
"Summit Federal Credit Union, The",15 Neubig Road ,Cortland ,13045,Cortland,"15 Neubig Road
Cortland, NY 13045
(42.595992, -76.193713)"
"Summit Federal Credit Union, The",5641 Transit Road,East Amherst,14051,Erie,"5641 Transit Road
East Amherst, NY 14051
(43.001897, -78.696933)"
"Summit Federal Credit Union, The",73 Railroad Avenue,Hilton,14468,Monroe,"73 Railroad Avenue
Hilton, NY 14468
(43.289682, -77.791165)"
"Summit Federal Credit Union, The", 5201 West Taft Road ,North Syracuse ,13212,Onondaga,"5201 West Taft Road
North Syracuse, NY 13212
(43.122044, -76.156428)"
"Summit Federal Credit Union, The",2146 Penfield Road,Penfield,14526,Monroe,"2146 Penfield Road
Penfield, NY 14526
(43.130791, -77.444449)"
"Summit Federal Credit Union, The", 665 Moseley Road,Perinton,14450,Monroe,"665 Moseley Road
Perinton, NY 14450
(43.068391, -77.442378)"
"Summit Federal Credit Union, The",1660 Monroe Avenue,Rochester,14618,Monroe,"1660 Monroe Avenue
Rochester, NY 14618
(43.130801, -77.569441)"
"Summit Federal Credit Union, The",2121 Hudson Avenue,Rochester,14617,Monroe,"2121 Hudson Avenue
Rochester, NY 14617
(43.206586, -77.600746)"
"Summit Federal Credit Union, The",100 Marina Drive,Rochester,14626,Monroe,"100 Marina Drive
Rochester, NY 14626
(43.18261, -77.698033)"
"Summit Federal Credit Union, The",2315 East Main Street,Rochester,14609,Monroe,"2315 East Main Street
Rochester, NY 14609
(43.159008, -77.548772)"
"Summit Federal Credit Union, The",2087 East Henrietta Road ,Rochester ,14623,Monroe,"2087 East Henrietta Road
Rochester, NY 14623
(43.077143, -77.606308)"
"Summit Federal Credit Union, The",123 Fall Street,Seneca Falls,13148,Seneca,"123 Fall Street
Seneca Falls, NY 13148
(42.910512, -76.79886)"
"Summit Federal Credit Union, The",1400 Erie Boulevard East,Syracuse,13210,Onondaga,"1400 Erie Boulevard East
Syracuse, NY 13210
(43.050309, -76.127086)"
Sunmark Federal Credit Union,1847 Central Avenue,Albany,12205,Albany,"1847 Central Avenue
Albany, NY 12205
(42.732137, -73.849424)"
Sunmark Federal Credit Union,202 Northline Road,Ballston Spa,12020,Saratoga,"202 Northline Road
Ballston Spa, NY 12020
(43.022993, -73.84039)"
Sunmark Federal Credit Union,2 Tower Way,Clifton Park,12065,Saratoga,"2 Tower Way
Clifton Park, NY 12065
(42.862504, -73.769607)"
Sunmark Federal Credit Union, 267 Delaware Avenue,Delmar ,12054,Albany,"267 Delaware Avenue
Delmar, NY 12054
(42.625887, -73.822685)"
Sunmark Federal Credit Union,251 Saratoga Road,Glenville,12302,Schenectady,"251 Saratoga Road
Glenville, NY 12302
(42.869796, -73.932282)"
Sunmark Federal Credit Union,1187 TROY SCHENECTADY ROAD,LATHAM,12110,Albany,"1187 TROY SCHENECTADY ROAD
LATHAM, NY 12110
(42.771138, -73.821983)"
Sunmark Federal Credit Union,1300 Altamont Avenue,Rotterdam,12303,Schenectady,"1300 Altamont Avenue
Rotterdam, NY 12303
(42.786474, -73.942505)"
Sunmark Federal Credit Union,1616 Broadway,Schenectady,12306,Schenectady,"1616 Broadway
Schenectady, NY 12306
(42.800648, -73.959257)"
Sunnyside FS & LA of Irvington,56 Main Street,Irvington,10533,Westchester,"56 Main Street
Irvington, NY 10533
(41.039411, -73.869715)"
Sussex Bank, 28-21 Astoria Boulevard,Astoria,11102,Queens,"28 21 Astoria Boulevard
Astoria, NY 11102
(40.774004, -73.936819)"
Syracuse Federal Credit Union,117 Groton Avenue,Cortland,13045,Cortland,"117 Groton Avenue
Cortland, NY 13045
(42.601005, -76.189852)"
Syracuse Fire Department Employees Federal Credit Union,211 Wilkinson Street,Syracuse,13204,Onondaga,"211 Wilkinson Street
Syracuse, NY 13204
(43.050828, -76.162583)"
TD Bank N.A.,125 State Street,Albany,12207,Albany,"125 State Street
Albany, NY 12207
(42.651111, -73.755159)"
TD Bank N.A.,31-90 Steinway Street,Astoria,11103,Queens,"31 90 Steinway Street
Astoria, NY 11103"
TD Bank N.A.,31-04 Ditmars Boulevard,Astoria,11105,Queens,"31 04 Ditmars Boulevard
Astoria, NY 11105"
TD Bank N.A.,479 Montauk Highway,Bay Shore,11706,Nassau,"479 Montauk Highway
Bay Shore, NY 11706
(40.727972, -73.228714)"
TD Bank N.A.,216-10 Northern Boulevard,Bayside,11361,Queens,"216 10 Northern Boulevard
Bayside, NY 11361"
